fill	x	y	xmin	xmax	ymin	ymax
#C3C3C3	3.25	2	3.125	3.375	1.875	2.125
#7A7A7A	2.5	1	2.375	2.625	0.875	1.125
#C3C3C3	2.5	1.5	2.375	2.625	1.375	1.625
#6C6C6C	2	1	1.875	2.125	0.875	1.125
#555555	1.75	0	1.625	1.875	-0.125	0.125
#626262	2	0	1.875	2.125	-0.125	0.125
#727272	1.75	1	1.625	1.875	0.875	1.125
#3F3F3F	1.5	0	1.375	1.625	-0.125	0.125
#FFFFFF	3.5	2.25	3.375	3.625	2.125	2.375
#BABABA	3.25	1.5	3.125	3.375	1.375	1.625
#888888	2.75	1	2.625	2.875	0.875	1.125
#C3C3C3	2.75	2	2.625	2.875	1.875	2.125
#A6A6A6	2.75	0	2.625	2.875	-0.125	0.125
#B2B2B2	3	2	2.875	3.125	1.875	2.125
#E1E1E1	2.75	1.5	2.625	2.875	1.375	1.625
#B2B2B2	3	1	2.875	3.125	0.875	1.125
#696969	2.25	0	2.125	2.375	-0.125	0.125
#2F2F2F	1	0	0.875	1.125	-0.125	0.125
#757575	2.25	1	2.125	2.375	0.875	1.125
#737373	1.25	1	1.125	1.375	0.875	1.125
#A6A6A6	3	1.5	2.875	3.125	1.375	1.625
#CFCFCF	3.25	2.25	3.125	3.375	2.125	2.375
#888888	2.5	0	2.375	2.625	-0.125	0.125
#323232	1.25	0	1.125	1.375	-0.125	0.125
#7A7A7A	1.5	1	1.375	1.625	0.875	1.125
#E1E1E1	3.25	1	3.125	3.375	0.875	1.125
#FFFFFF	3.5	1.5	3.375	3.625	1.375	1.625
#FFFFFF	3.25	2.75	3.125	3.375	2.625	2.875
#CFCFCF	3	0	2.875	3.125	-0.125	0.125
#2E2E2E	0.75	0	0.625	0.875	-0.125	0.125
#828282	1	1	0.875	1.125	0.875	1.125
#2D2D2D	0.25	0	0.125	0.375	-0.125	0.125
#CFCFCF	1.75	1.5	1.625	1.875	1.375	1.625
#C3C3C3	2.5	2	2.375	2.625	1.875	2.125
#E1E1E1	2	1.5	1.875	2.125	1.375	1.625
#282828	0.5	0	0.375	0.625	-0.125	0.125
#FFFFFF	1.75	2	1.625	1.875	1.875	2.125
#8D8D8D	0.75	1	0.625	0.875	0.875	1.125
#E1E1E1	2	2	1.875	2.125	1.875	2.125
#E1E1E1	2.25	1.5	2.125	2.375	1.375	1.625
#FFFFFF	1.5	2	1.375	1.625	1.875	2.125
#A6A6A6	0.5	1	0.375	0.625	0.875	1.125
#C3C3C3	0.25	1	0.125	0.375	0.875	1.125
#000000	0	0	-0.125	0.125	-0.125	0.125
#FFFFFF	1.5	1.5	1.375	1.625	1.375	1.625
#FFFFFF	2.25	2	2.125	2.375	1.875	2.125
#FFFFFF	1	2	0.875	1.125	1.875	2.125
