group	x	y	clickSelects	showSelected1
678	-3.25	-0.25	149	4100,0
678	-3.25	0.25	149	4100,0
678	1.75	5.25	149	4100,0
678	2.25	5.25	149	4100,0
678	3.75	3.75	149	4100,0
678	3.75	3.25	149	4100,0
678	3.25	2.75	149	4100,0
678	3.25	2.25	149	4100,0
678	3.75	2.25	149	4100,0
678	4.25	2.75	149	4100,0
678	4.75	2.75	149	4100,0
678	5.25	2.25	149	4100,0
678	5.25	-0.25	149	4100,0
678	-3.25	-0.25	149	4100,0
678	-44.75	1.25	149	4150,0
678	-44.75	1.75	149	4150,0
678	-44.25	1.75	149	4150,0
678	-43.75	1.25	149	4150,0
678	-43.75	-0.25	149	4150,0
678	-44.25	-0.25	149	4150,0
678	-44.75	0.25	149	4150,0
678	-44.75	1.25	149	4150,0
2432	2.25	5.25	598	4100,0
2432	2.25	5.75	598	4100,0
2432	3.25	6.75	598	4100,0
2432	3.75	6.75	598	4100,0
2432	4.25	6.25	598	4100,0
2432	5.25	6.25	598	4100,0
2432	5.25	2.75	598	4100,0
2432	4.75	2.75	598	4100,0
2432	2.25	5.25	598	4100,0
2432	-44.75	5.25	598	4150,0
2432	-44.75	5.75	598	4150,0
2432	-44.25	5.75	598	4150,0
2432	-44.25	4.75	598	4150,0
2432	-43.75	4.25	598	4150,0
2432	-42.75	4.25	598	4150,0
2432	-42.25	3.75	598	4150,0
2432	-42.25	3.25	598	4150,0
2432	-43.25	3.25	598	4150,0
2432	-44.25	2.25	598	4150,0
2432	-44.75	2.25	598	4150,0
2432	-44.75	5.25	598	4150,0
2306	3.75	6.75	515	4100,0
2306	3.75	7.25	515	4100,0
2306	4.75	8.25	515	4100,0
2306	5.25	8.25	515	4100,0
2306	5.25	6.75	515	4100,0
2306	4.75	6.25	515	4100,0
2306	4.25	6.25	515	4100,0
2306	3.75	6.75	515	4100,0
2306	-44.75	8.25	515	4150,0
2306	-44.75	8.75	515	4150,0
2306	-28.75	24.75	515	4150,0
2306	-28.25	24.75	515	4150,0
2306	-27.75	24.25	515	4150,0
2306	-27.25	24.25	515	4150,0
2306	-27.25	25.25	515	4150,0
2306	-26.75	25.75	515	4150,0
2306	-24.75	25.75	515	4150,0
2306	-24.75	26.75	515	4150,0
2306	-24.25	26.75	515	4150,0
2306	-23.25	25.75	515	4150,0
2306	-23.25	25.25	515	4150,0
2306	-24.25	25.25	515	4150,0
2306	-24.75	24.75	515	4150,0
2306	-24.75	24.25	515	4150,0
2306	-23.25	24.25	515	4150,0
2306	-22.25	25.25	515	4150,0
2306	-21.75	25.25	515	4150,0
2306	-20.75	24.25	515	4150,0
2306	-20.75	23.75	515	4150,0
2306	-21.25	23.25	515	4150,0
2306	-24.25	23.25	515	4150,0
2306	-24.25	22.25	515	4150,0
2306	-24.75	21.75	515	4150,0
2306	-25.25	21.75	515	4150,0
2306	-25.75	22.25	515	4150,0
2306	-25.75	23.25	515	4150,0
2306	-27.25	23.25	515	4150,0
2306	-27.25	22.25	515	4150,0
2306	-27.75	21.75	515	4150,0
2306	-27.75	20.75	515	4150,0
2306	-29.25	19.25	515	4150,0
2306	-29.75	19.25	515	4150,0
2306	-30.25	19.75	515	4150,0
2306	-30.25	20.25	515	4150,0
2306	-29.25	20.25	515	4150,0
2306	-29.25	20.75	515	4150,0
2306	-30.25	21.75	515	4150,0
2306	-30.75	21.75	515	4150,0
2306	-31.25	21.25	515	4150,0
2306	-31.25	19.75	515	4150,0
2306	-30.75	19.25	515	4150,0
2306	-30.75	18.75	515	4150,0
2306	-31.25	18.25	515	4150,0
2306	-32.25	18.25	515	4150,0
2306	-32.25	17.75	515	4150,0
2306	-31.75	17.25	515	4150,0
2306	-31.75	13.75	515	4150,0
2306	-32.75	12.75	515	4150,0
2306	-32.75	12.25	515	4150,0
2306	-32.25	11.75	515	4150,0
2306	-32.25	9.25	515	4150,0
2306	-32.75	8.75	515	4150,0
2306	-32.75	8.25	515	4150,0
2306	-30.75	8.25	515	4150,0
2306	-30.25	7.75	515	4150,0
2306	-30.25	7.25	515	4150,0
2306	-32.25	5.25	515	4150,0
2306	-32.25	4.25	515	4150,0
2306	-32.75	3.75	515	4150,0
2306	-33.75	3.75	515	4150,0
2306	-33.75	3.25	515	4150,0
2306	-33.25	2.75	515	4150,0
2306	-32.25	2.75	515	4150,0
2306	-30.25	0.75	515	4150,0
2306	-29.75	0.75	515	4150,0
2306	-28.75	1.75	515	4150,0
2306	-28.25	1.75	515	4150,0
2306	-27.25	0.75	515	4150,0
2306	-26.75	0.75	515	4150,0
2306	-26.75	1.75	515	4150,0
2306	-25.75	1.75	515	4150,0
2306	-25.75	2.25	515	4150,0
2306	-26.25	2.75	515	4150,0
2306	-27.25	2.75	515	4150,0
2306	-27.25	3.75	515	4150,0
2306	-28.25	4.75	515	4150,0
2306	-29.25	4.75	515	4150,0
2306	-29.25	5.25	515	4150,0
2306	-28.75	5.75	515	4150,0
2306	-28.75	6.75	515	4150,0
2306	-28.25	7.25	515	4150,0
2306	-27.75	7.25	515	4150,0
2306	-27.75	6.25	515	4150,0
2306	-26.75	5.25	515	4150,0
2306	-26.25	5.25	515	4150,0
2306	-25.75	5.75	515	4150,0
2306	-25.25	5.75	515	4150,0
2306	-25.25	4.75	515	4150,0
2306	-24.75	4.25	515	4150,0
2306	-24.25	4.25	515	4150,0
2306	-24.25	5.25	515	4150,0
2306	-23.75	5.75	515	4150,0
2306	-21.25	5.75	515	4150,0
2306	-21.25	5.25	515	4150,0
2306	-21.75	4.75	515	4150,0
2306	-21.75	3.75	515	4150,0
2306	-22.25	3.25	515	4150,0
2306	-22.25	1.75	515	4150,0
2306	-21.75	1.25	515	4150,0
2306	-20.25	1.25	515	4150,0
2306	-19.75	1.75	515	4150,0
2306	-18.75	1.75	515	4150,0
2306	-18.75	2.75	515	4150,0
2306	-17.75	3.75	515	4150,0
2306	-17.75	4.75	515	4150,0
2306	-17.25	5.25	515	4150,0
2306	-17.25	5.75	515	4150,0
2306	-17.75	6.25	515	4150,0
2306	-19.75	6.25	515	4150,0
2306	-20.25	6.75	515	4150,0
2306	-20.25	7.25	515	4150,0
2306	-18.75	8.75	515	4150,0
2306	-18.75	9.25	515	4150,0
2306	-19.75	9.25	515	4150,0
2306	-19.75	9.75	515	4150,0
2306	-17.25	12.25	515	4150,0
2306	-16.25	12.25	515	4150,0
2306	-15.25	13.25	515	4150,0
2306	-14.75	13.25	515	4150,0
2306	-14.75	12.75	515	4150,0
2306	-16.25	11.25	515	4150,0
2306	-17.25	11.25	515	4150,0
2306	-17.25	9.25	515	4150,0
2306	-18.25	8.25	515	4150,0
2306	-18.25	7.75	515	4150,0
2306	-17.75	7.25	515	4150,0
2306	-15.25	7.25	515	4150,0
2306	-14.75	7.75	515	4150,0
2306	-12.75	7.75	515	4150,0
2306	-11.75	8.75	515	4150,0
2306	-11.75	9.25	515	4150,0
2306	-12.75	9.25	515	4150,0
2306	-12.75	10.75	515	4150,0
2306	-11.75	10.75	515	4150,0
2306	-11.75	11.75	515	4150,0
2306	-10.75	11.75	515	4150,0
2306	-9.75	12.75	515	4150,0
2306	-8.25	12.75	515	4150,0
2306	-7.75	12.25	515	4150,0
2306	-7.75	10.75	515	4150,0
2306	-8.25	10.25	515	4150,0
2306	-8.25	9.75	515	4150,0
2306	-7.75	9.75	515	4150,0
2306	-7.25	10.25	515	4150,0
2306	-6.75	10.25	515	4150,0
2306	-5.75	9.25	515	4150,0
2306	-5.75	8.75	515	4150,0
2306	-6.25	8.75	515	4150,0
2306	-6.75	9.25	515	4150,0
2306	-7.25	9.25	515	4150,0
2306	-7.75	8.75	515	4150,0
2306	-7.75	8.25	515	4150,0
2306	-6.75	8.25	515	4150,0
2306	-6.75	7.25	515	4150,0
2306	-5.25	7.25	515	4150,0
2306	-4.75	7.75	515	4150,0
2306	-4.25	7.75	515	4150,0
2306	-4.25	6.75	515	4150,0
2306	-3.75	6.75	515	4150,0
2306	-3.25	7.25	515	4150,0
2306	-3.25	7.75	515	4150,0
2306	-3.75	8.25	515	4150,0
2306	-3.75	8.75	515	4150,0
2306	-2.75	8.75	515	4150,0
2306	-2.25	9.25	515	4150,0
2306	-2.25	9.75	515	4150,0
2306	-3.25	9.75	515	4150,0
2306	-3.25	10.75	515	4150,0
2306	-4.25	10.75	515	4150,0
2306	-4.25	11.75	515	4150,0
2306	-5.75	13.25	515	4150,0
2306	-7.75	13.25	515	4150,0
2306	-7.75	14.75	515	4150,0
2306	-5.75	16.75	515	4150,0
2306	-5.25	16.75	515	4150,0
2306	-4.25	15.75	515	4150,0
2306	-2.25	15.75	515	4150,0
2306	-2.25	14.25	515	4150,0
2306	-2.75	13.75	515	4150,0
2306	-2.75	13.25	515	4150,0
2306	-1.75	13.25	515	4150,0
2306	-1.25	12.75	515	4150,0
2306	-0.25	12.75	515	4150,0
2306	-0.25	12.25	515	4150,0
2306	-0.75	11.75	515	4150,0
2306	-0.75	11.25	515	4150,0
2306	0.25	11.25	515	4150,0
2306	0.25	10.25	515	4150,0
2306	0.75	10.25	515	4150,0
2306	1.25	10.75	515	4150,0
2306	1.25	11.75	515	4150,0
2306	1.75	11.75	515	4150,0
2306	2.25	11.25	515	4150,0
2306	2.25	10.75	515	4150,0
2306	0.75	9.25	515	4150,0
2306	0.75	8.75	515	4150,0
2306	1.25	8.75	515	4150,0
2306	1.75	9.25	515	4150,0
2306	2.25	9.25	515	4150,0
2306	2.25	7.25	515	4150,0
2306	3.75	5.75	515	4150,0
2306	3.75	5.25	515	4150,0
2306	3.25	4.75	515	4150,0
2306	2.75	4.75	515	4150,0
2306	0.25	7.25	515	4150,0
2306	-0.25	7.25	515	4150,0
2306	-0.75	6.75	515	4150,0
2306	-1.75	6.75	515	4150,0
2306	-1.75	5.75	515	4150,0
2306	-2.75	5.75	515	4150,0
2306	-2.75	5.25	515	4150,0
2306	-1.75	4.25	515	4150,0
2306	-1.75	2.75	515	4150,0
2306	-2.25	2.25	515	4150,0
2306	-2.25	1.75	515	4150,0
2306	-1.25	0.75	515	4150,0
2306	-0.75	0.75	515	4150,0
2306	-0.25	1.25	515	4150,0
2306	1.25	1.25	515	4150,0
2306	1.75	0.75	515	4150,0
2306	2.25	0.75	515	4150,0
2306	3.25	1.75	515	4150,0
2306	4.75	1.75	515	4150,0
2306	4.75	0.25	515	4150,0
2306	4.25	-0.25	515	4150,0
2306	-43.25	-0.25	515	4150,0
2306	-43.25	0.25	515	4150,0
2306	-41.75	1.75	515	4150,0
2306	-41.75	3.25	515	4150,0
2306	-42.75	4.25	515	4150,0
2306	-43.75	4.25	515	4150,0
2306	-44.25	4.75	515	4150,0
2306	-44.25	5.75	515	4150,0
2306	-44.75	6.25	515	4150,0
2306	-44.75	8.25	515	4150,0
2306	-45.25	0.75	515	4200,0
2306	-45.25	1.25	515	4200,0
2306	-43.75	1.25	515	4200,0
2306	-42.75	0.25	515	4200,0
2306	-42.75	-0.25	515	4200,0
2306	-45.25	-0.25	515	4200,0
2306	-45.25	0.75	515	4200,0
2307	-41.25	2.25	515	4150,0
2307	-41.25	1.75	515	4150,0
2307	-40.25	0.75	515	4150,0
2307	-39.75	0.75	515	4150,0
2307	-39.75	1.75	515	4150,0
2307	-39.25	1.75	515	4150,0
2307	-38.25	0.75	515	4150,0
2307	-37.75	0.75	515	4150,0
2307	-34.25	4.25	515	4150,0
2307	-34.25	4.75	515	4150,0
2307	-35.25	5.75	515	4150,0
2307	-36.75	5.75	515	4150,0
2307	-38.75	3.75	515	4150,0
2307	-38.75	3.25	515	4150,0
2307	-38.25	2.75	515	4150,0
2307	-38.25	2.25	515	4150,0
2307	-38.75	2.25	515	4150,0
2307	-39.25	2.75	515	4150,0
2307	-40.75	2.75	515	4150,0
2307	-41.25	2.25	515	4150,0
2308	-25.25	2.25	515	4150,0
2308	-25.25	1.75	515	4150,0
2308	-24.25	0.75	515	4150,0
2308	-23.75	0.75	515	4150,0
2308	-23.75	3.25	515	4150,0
2308	-24.25	3.25	515	4150,0
2308	-25.25	2.25	515	4150,0
2309	-13.25	0.75	515	4150,0
2309	-13.25	1.25	515	4150,0
