fill	x	y	xmin	xmax	ymin	ymax
#E8CDC9	4080	24	4055	4105	-1	49
#C3BCDE	4130	24	4105	4155	-1	49
#DDD8EC	4130	74	4105	4155	49	99
#FCF7F7	4180	74	4155	4205	49	99
#EBD3CF	4180	124	4155	4205	99	149
#FFFEFE	4230	124	4205	4255	99	149
#E6C9C5	4230	174	4205	4255	149	199
#E6C9C5	4280	174	4255	4305	149	199
#A85C55	4280	224	4255	4305	199	249
#B97871	4330	224	4305	4355	199	249
#832424	4330	274	4305	4355	249	299
#B1A8D5	4180	24	4155	4205	-1	49
#F6F5FA	4280	124	4255	4305	99	149
#D0CAE5	4230	74	4205	4255	49	99
#F2F0F8	4330	174	4305	4355	149	199
#D1A09A	4380	224	4355	4405	199	249
#F6F4FA	4230	24	4205	4255	-1	49
#DAD5EB	4280	74	4255	4305	49	99
#EFDCD9	4330	124	4305	4355	99	149
#F5F3FA	4380	174	4355	4405	149	199
#B3AAD5	4280	24	4255	4305	-1	49
#F1E0DE	4380	124	4355	4405	99	149
#EEEBF6	4330	74	4305	4355	49	99
#E7CAC6	4430	174	4405	4455	149	199
#CBC5E3	4330	24	4305	4355	-1	49
#DED9ED	4380	74	4355	4405	49	99
#E6C8C4	4430	124	4405	4455	99	149
#C2BBDE	4380	24	4355	4405	-1	49
#FDFCFE	4430	74	4405	4455	49	99
#D7ACA7	4480	124	4455	4505	99	149
#ECE9F5	4430	24	4405	4455	-1	49
#E4C5C1	4480	74	4455	4505	49	99
#C3BCDE	4480	24	4455	4505	-1	49
#D09F99	4530	74	4505	4555	49	99
#F3E4E2	4530	24	4505	4555	-1	49
#BAB1D9	4580	24	4555	4605	-1	49
